Frequency,ChronicIllness,postcode
140,Depression,5114
37,Depression,5115
16,Depression,5116
20,Depression,5118
16,Depression,5120
8,Depression,5121
135,Depression,5125
34,Depression,5126
43,Depression,5127
1,Depression,5131
1,Depression,5132
1,Depression,5133
3,Depression,5134
5,Depression,5136
3,Depression,5137
7,Depression,5138
3,Depression,5140
12,Depression,5141
16,Depression,5142
4,Depression,5144
6,Depression,5151
42,Depression,5152
49,Depression,5153
15,Depression,5154
15,Depression,5155
9,Depression,5156
28,Depression,5157
307,Depression,5158
415,Depression,5159
1,Depression,5160
198,Depression,5161
498,Depression,5162
208,Depression,5163
96,Depression,5164
38,Depression,5165
8,Depression,5166
36,Depression,5167
45,Depression,5168
129,Depression,5169
7,Depression,5170
18,Depression,5171
18,Depression,5172
81,Depression,5173
18,Depression,5174
1,Depression,5180
1,Depression,5195
22,Depression,5201
4,Depression,5202
1,Depression,5203
3,Depression,5204
13,Depression,5210
86,Depression,5211
7,Depression,5212
8,Depression,5213
221,Depression,5214
4,Depression,5220
3,Depression,5221
5,Depression,5222
19,Depression,5223
1,Depression,5231
3,Depression,5232
3,Depression,5233
5,Depression,5234
12,Depression,5235
1,Depression,5236
2,Depression,5237
15,Depression,5238
2,Depression,5240
14,Depression,5241
4,Depression,5242
2,Depression,5243
12,Depression,5244
10,Depression,5245
34,Depression,5250
278,Depression,5251
63,Depression,5252
324,Depression,5253
26,Depression,5254
275,Depression,5255
23,Depression,5256
23,Depression,5259
84,Depression,5260
3,Depression,5261
2,Depression,5262
4,Depression,5264
3,Depression,5265
5,Depression,5266
2,Depression,5267
4,Depression,5268
1,Depression,5269
3,Depression,5270
8,Depression,5271
4,Depression,5272
4,Depression,5275
3,Depression,5276
17,Depression,5277
3,Depression,5278
3,Depression,5279
36,Depression,5280
320,Depression,5290
60,Depression,5291
10,Depression,5301
1,Depression,5302
1,Depression,5306
18,Depression,5307
1,Depression,5308
1,Depression,5320
1,Depression,5330
13,Depression,5333
2,Depression,5340
5,Depression,5341
2,Depression,5342
21,Depression,5343
2,Depression,5344
7,Depression,5345
1,Depression,5346
7,Depression,5351
86,Depression,5352
65,Depression,5353
2,Depression,5354
12,Depression,5355
3,Depression,5356
2,Depression,5360
5,Depression,5371
4,Depression,5372
4,Depression,5373
3,Depression,5374
1,Depression,5381
1,Depression,5400
2,Depression,5401
1,Depression,5407
1,Depression,5410
1,Depression,5411
1,Depression,5412
3,Depression,5413
1,Depression,5414
1,Depression,5415
4,Depression,5416
20,Depression,5417
3,Depression,5418
3,Depression,5419
1,Depression,5421
6,Depression,5422
1,Depression,5431
4,Depression,5440
1,Depression,5451
2,Depression,5452
20,Depression,5453
1,Depression,5454
2,Depression,5460
1,Depression,5461
1,Depression,5462
1,Depression,5464
3,Depression,5470
1,Depression,5471
2,Depression,5473
1,Depression,5482
2,Depression,5485
1,Depression,5491
3,Depression,5495
13,Depression,5501
2,Depression,5502
1,Depression,5520
1,Depression,5521
48,Depression,5522
8,Depression,5523
226,Depression,5540
1,Depression,5550
1,Depression,5552
1,Depression,5554
4,Depression,5555
2,Depression,5558
2,Depression,5560
3,Depression,5570
6,Depression,5571
1,Depression,5572
5,Depression,5573
28,Depression,5575
8,Depression,5576
8,Depression,5577
1,Depression,5581
2,Depression,5582
11,Depression,5583
14,Depression,5600
1,Depression,5601
2,Depression,5605
14,Depression,5606
2,Depression,5607
11,Depression,5608
1,Depression,5609
1,Depression,5640
1,Depression,5690
6,Depression,5700
2,Depression,5720
1,Depression,5723
3,Depression,5731
26,Depression,6000
20,Depression,6003
24,Depression,6004
32,Depression,6005
69,Depression,6006
42,Depression,6007
68,Depression,6008
179,Depression,6009
180,Depression,6010
42,Depression,6011
65,Depression,6012
120,Depression,6014
54,Depression,6015
31,Depression,6016
28,Depression,6017
171,Depression,6018
45,Depression,6019
143,Depression,6020
168,Depression,6021
6,Depression,6022
108,Depression,6023
73,Depression,6024
346,Depression,6025
442,Depression,6026
186,Depression,6027
48,Depression,6028
5,Depression,6029
75,Depression,6030
102,Depression,6031
1,Depression,6033
1,Depression,6034
14,Depression,6035
24,Depression,6036
5,Depression,6037
5,Depression,6038
5,Depression,6041
82,Depression,6050
29,Depression,6051
111,Depression,6052
57,Depression,6053
29,Depression,6054
63,Depression,6055
117,Depression,6056
109,Depression,6057
27,Depression,6058
60,Depression,6059
98,Depression,6060
62,Depression,6061
131,Depression,6062
13,Depression,6063
54,Depression,6064
351,Depression,6065
18,Depression,6066
31,Depression,6069
3,Depression,6070
6,Depression,6071
1,Depression,6072
4,Depression,6073
5,Depression,6074
86,Depression,6076
1,Depression,6077
8,Depression,6081
8,Depression,6082
2,Depression,6083
14,Depression,6084
17,Depression,6100
6,Depression,6101
57,Depression,6102
8,Depression,6103
13,Depression,6104
9,Depression,6105
22,Depression,6107
21,Depression,6108
11,Depression,6109
89,Depression,6110
43,Depression,6111
78,Depression,6112
1,Depression,6113
8,Depression,6121
37,Depression,6122
4,Depression,6123
5,Depression,6124
7,Depression,6125
1,Depression,6126
8,Depression,6147
15,Depression,6148
34,Depression,6149
110,Depression,6150
18,Depression,6151
30,Depression,6152
98,Depression,6153
50,Depression,6154
86,Depression,6155
167,Depression,6156
117,Depression,6157
38,Depression,6158
9,Depression,6159
30,Depression,6160
2,Depression,6161
51,Depression,6162
143,Depression,6163
72,Depression,6164
7,Depression,6166
147,Depression,6167
31,Depression,6168
51,Depression,6169
48,Depression,6170
108,Depression,6171
3,Depression,6172
44,Depression,6173
15,Depression,6174
9,Depression,6175
1,Depression,6176
8,Depression,6180
2,Depression,6181
7,Depression,6207
38,Depression,6208
12,Depression,6209
789,Depression,6210
11,Depression,6211
1,Depression,6213
1,Depression,6214
16,Depression,6215
2,Depression,6218
8,Depression,6220
8,Depression,6225
1,Depression,6227
198,Depression,6230
2,Depression,6231
10,Depression,6232
13,Depression,6233
1,Depression,6234
5,Depression,6236
9,Depression,6237
1,Depression,6238
115,Depression,6239
1,Depression,6240
3,Depression,6244
1,Depression,6251
3,Depression,6252
3,Depression,6253
13,Depression,6254
116,Depression,6255
5,Depression,6258
2,Depression,6262
2,Depression,6271
12,Depression,6280
3,Depression,6281
8,Depression,6285
3,Depression,6290
2,Depression,6304
2,Depression,6308
3,Depression,6312
3,Depression,6317
2,Depression,6322
3,Depression,6324
87,Depression,6330
1,Depression,6331
5,Depression,6333
31,Depression,6335
2,Depression,6337
1,Depression,6338
2,Depression,6355
2,Depression,6369
1,Depression,6372
20,Depression,6390
5,Depression,6391
1,Depression,6395
1,Depression,6396
1,Depression,6398
2,Depression,6401
1,Depression,6407
4,Depression,6410
3,Depression,6429
42,Depression,6430
21,Depression,6432
7,Depression,6442
1,Depression,6444
1,Depression,6448
59,Depression,6450
1,Depression,6460
1,Depression,6468
4,Depression,6501
1,Depression,6502
1,Depression,6503
2,Depression,6507
2,Depression,6510
1,Depression,6518
2,Depression,6525
12,Depression,6530
1,Depression,6532
1,Depression,6537
6,Depression,6556
3,Depression,6558
2,Depression,6562
3,Depression,6566
1,Depression,6609
2,Depression,6616
1,Depression,6620
1,Depression,6630
64,Depression,6701
1,Depression,6705
1,Depression,6707
1,Depression,6713
6,Depression,6714
4,Depression,6721
33,Depression,6722
1,Depression,6724
5,Depression,6725
2,Depression,6726
16,Depression,6728
1,Depression,6751
1,Depression,6909
1,Depression,6913
1,Depression,6916
1,Depression,6932
1,Depression,6935
1,Depression,6954
1,Depression,6963
1,Depression,6989
158,Depression,7000
1,Depression,7001
52,Depression,7004
40,Depression,7005
7,Depression,7007
182,Depression,7008
42,Depression,7009
61,Depression,7010
364,Depression,7011
13,Depression,7012
31,Depression,7015
26,Depression,7016
34,Depression,7017
479,Depression,7018
74,Depression,7019
38,Depression,7020
62,Depression,7021
2,Depression,7022
2,Depression,7023
5,Depression,7024
9,Depression,7025
4,Depression,7026
5,Depression,7027
185,Depression,7030
15,Depression,7050
9,Depression,7052
23,Depression,7053
10,Depression,7054
1,Depression,7083
28,Depression,7109
3,Depression,7112
4,Depression,7116
34,Depression,7117
6,Depression,7120
206,Depression,7140
8,Depression,7150
1,Depression,7154
4,Depression,7155
61,Depression,7170
14,Depression,7171
10,Depression,7172
18,Depression,7173
3,Depression,7177
1,Depression,7178
2,Depression,7179
1,Depression,7180
6,Depression,7182
23,Depression,7184
2,Depression,7185
1,Depression,7186
3,Depression,7187
153,Depression,7190
1,Depression,7203
2,Depression,7210
1,Depression,7211
37,Depression,7212
1,Depression,7213
1,Depression,7214
48,Depression,7215
109,Depression,7216
1,Depression,7230
282,Depression,7248
115,Depression,7249
621,Depression,7250
43,Depression,7252
177,Depression,7253
4,Depression,7254
1,Depression,7255
42,Depression,7256
4,Depression,7258
4,Depression,7259
46,Depression,7260
48,Depression,7262
7,Depression,7263
7,Depression,7264
5,Depression,7265
7,Depression,7267
6,Depression,7268
10,Depression,7270
5,Depression,7275
1,Depression,7276
26,Depression,7277
15,Depression,7290
7,Depression,7291
2,Depression,7292
87,Depression,7300
120,Depression,7301
40,Depression,7302
14,Depression,7303
217,Depression,7304
19,Depression,7305
84,Depression,7306
137,Depression,7307
211,Depression,7310
73,Depression,7315
25,Depression,7316
359,Depression,7320
55,Depression,7321
139,Depression,7322
236,Depression,7325
149,Depression,7330
5,Depression,7331
1,Depression,7393
1,Depression,7468
1,Depression,7726
1,Diabetes,221
1,Diabetes,226
1,Diabetes,262
6,Diabetes,283
1,Diabetes,301
13,Diabetes,303
1,Diabetes,307
2,Diabetes,316
1,Diabetes,317
1,Diabetes,366
1,Diabetes,412
2,Diabetes,456
1,Diabetes,457
1,Diabetes,467
1,Diabetes,510
1,Diabetes,606
1,Diabetes,711
1,Diabetes,725
1,Diabetes,730
7,Diabetes,810
6,Diabetes,812
4,Diabetes,820
2,Diabetes,821
2,Diabetes,822
2,Diabetes,828
20,Diabetes,830
4,Diabetes,832
1,Diabetes,834
5,Diabetes,835
8,Diabetes,836
2,Diabetes,845
5,Diabetes,850
14,Diabetes,870
2,Diabetes,880
118,Diabetes,2100
49,Diabetes,2101
37,Diabetes,2102
66,Diabetes,2103
30,Diabetes,2104
12,Diabetes,2105
22,Diabetes,2106
17,Diabetes,2107
7,Diabetes,2108
52,Diabetes,2110
36,Diabetes,2111
232,Diabetes,2112
66,Diabetes,2113
92,Diabetes,2114
94,Diabetes,2115
46,Diabetes,2116
206,Diabetes,2117
234,Diabetes,2118
47,Diabetes,2119
131,Diabetes,2120
113,Diabetes,2121
99,Diabetes,2122
1,Diabetes,2123
5,Diabetes,2124
119,Diabetes,2125
122,Diabetes,2126
12,Diabetes,2127
5,Diabetes,2128
58,Diabetes,2130
115,Diabetes,2131
63,Diabetes,2132
54,Diabetes,2133
62,Diabetes,2134
84,Diabetes,2135
34,Diabetes,2136
153,Diabetes,2137
38,Diabetes,2138
17,Diabetes,2140
96,Diabetes,2141
189,Diabetes,2142
60,Diabetes,2143
141,Diabetes,2144
954,Diabetes,2145
56,Diabetes,2146
381,Diabetes,2147
819,Diabetes,2148
11,Diabetes,2149
118,Diabetes,2150
85,Diabetes,2151
28,Diabetes,2152
206,Diabetes,2153
65,Diabetes,2154
254,Diabetes,2155
33,Diabetes,2156
7,Diabetes,2157
39,Diabetes,2158
3,Diabetes,2159
567,Diabetes,2160
278,Diabetes,2161
248,Diabetes,2162
121,Diabetes,2163
296,Diabetes,2164
296,Diabetes,2165
491,Diabetes,2166
130,Diabetes,2167
436,Diabetes,2168
854,Diabetes,2170
162,Diabetes,2171
1,Diabetes,2172
28,Diabetes,2173
4,Diabetes,2174
32,Diabetes,2175
528,Diabetes,2176
91,Diabetes,2177
36,Diabetes,2178
63,Diabetes,2179
106,Diabetes,2190
27,Diabetes,2191
88,Diabetes,2192
77,Diabetes,2193
124,Diabetes,2194
90,Diabetes,2195
155,Diabetes,2196
143,Diabetes,2197
79,Diabetes,2198
98,Diabetes,2199
199,Diabetes,2200
142,Diabetes,2203
72,Diabetes,2204
47,Diabetes,2205
196,Diabetes,2206
103,Diabetes,2207
110,Diabetes,2208
130,Diabetes,2209
125,Diabetes,2210
169,Diabetes,2211
57,Diabetes,2212
201,Diabetes,2213
47,Diabetes,2214
1,Diabetes,2215
150,Diabetes,2216
154,Diabetes,2217
29,Diabetes,2218
127,Diabetes,2219
94,Diabetes,2220
121,Diabetes,2221
23,Diabetes,2222
114,Diabetes,2223
54,Diabetes,2224
23,Diabetes,2225
45,Diabetes,2226
91,Diabetes,2227
111,Diabetes,2228
216,Diabetes,2229
141,Diabetes,2230
4,Diabetes,2231
154,Diabetes,2232
507,Diabetes,2233
57,Diabetes,2234
460,Diabetes,2250
124,Diabetes,2251
200,Diabetes,2256
176,Diabetes,2257
42,Diabetes,2258
491,Diabetes,2259
54,Diabetes,2260
330,Diabetes,2261
103,Diabetes,2262
193,Diabetes,2263
354,Diabetes,2264
112,Diabetes,2265
23,Diabetes,2267
1,Diabetes,2274
13,Diabetes,2278
408,Diabetes,2280
37,Diabetes,2281
168,Diabetes,2282
337,Diabetes,2283
142,Diabetes,2284
170,Diabetes,2285
12,Diabetes,2286
327,Diabetes,2287
61,Diabetes,2289
391,Diabetes,2290
106,Diabetes,2291
29,Diabetes,2292
11,Diabetes,2293
9,Diabetes,2294
181,Diabetes,2295
8,Diabetes,2296
17,Diabetes,2297
145,Diabetes,2298
44,Diabetes,2299
37,Diabetes,2300
1,Diabetes,2302
98,Diabetes,2303
128,Diabetes,2304
66,Diabetes,2305
44,Diabetes,2306
7,Diabetes,2307
1,Diabetes,2309
1,Diabetes,2310
5,Diabetes,2311
4,Diabetes,2312
1,Diabetes,2313
79,Diabetes,2315
61,Diabetes,2316
64,Diabetes,2317
188,Diabetes,2318
16,Diabetes,2319
336,Diabetes,2320
84,Diabetes,2321
362,Diabetes,2322
207,Diabetes,2323
121,Diabetes,2324
